Date,Open,High,Low,Close,Adj Close,TotalVolume
5/4/2006,130.785,131.514,130.785,131.225,,
5/5/2006,131.225,132.653,131.225,132.576,,
5/8/2006,132.576,132.67,132.287,132.466,,
5/9/2006,132.466,132.66,132.248,132.514,,
5/10/2006,132.457,132.551,131.744,132.285,,
5/11/2006,132.263,132.263,130.345,130.592,,
5/12/2006,130.588,130.588,129.038,129.124,,
5/15/2006,129.119,129.481,128.451,129.45,,
5/16/2006,129.45,129.788,128.851,129.208,,
5/17/2006,129.173,129.173,126.731,127.032,,
5/18/2006,127.025,127.489,126.175,126.181,,
5/19/2006,126.181,127.215,125.628,126.703,,
5/22/2006,126.703,126.877,125.298,126.207,,
5/23/2006,126.206,127.367,125.615,125.658,,
5/24/2006,125.656,126.453,124.534,125.857,,
5/25/2006,125.841,127.326,125.841,127.288,,
5/26/2006,127.271,128.054,127.25,128.016,,
5/30/2006,128.004,128.004,125.987,125.987,,
5/31/2006,125.938,127.009,125.938,127.009,,
6/1/2006,127.005,128.571,126.919,128.571,,
6/2/2006,128.571,129.068,128.022,128.822,,
6/5/2006,128.816,128.816,126.466,126.529,,
6/6/2006,126.523,126.988,125.446,126.385,,
6/7/2006,126.361,127.247,125.577,125.615,,
6/8/2006,125.608,125.985,123.518,125.793,,
6/9/2006,125.793,126.258,125.003,125.23,,
6/12/2006,125.227,125.522,123.643,123.744,,
6/13/2006,123.608,124.337,122.252,122.369,,
6/14/2006,122.366,123.146,121.929,123.004,,
6/15/2006,123.001,125.864,123.001,125.616,,
6/16/2006,125.616,125.627,124.633,125.154,,
6/19/2006,125.154,125.593,123.717,124.013,,
6/20/2006,124.012,124.901,123.887,124.012,,
6/21/2006,124.009,125.796,124.009,125.22,,
6/22/2006,125.192,125.192,124.153,124.56,,
6/23/2006,124.559,125.313,124.143,124.45,,
6/26/2006,124.45,125.092,124.368,125.056,,
6/27/2006,125.055,125.337,123.894,123.92,,
6/28/2006,123.899,124.706,123.759,124.6,,
6/29/2006,124.594,127.288,124.594,127.287,,
6/30/2006,127.286,127.63,127.02,127.02,,
7/3/2006,127.006,128.038,127.006,128.019,,
7/5/2006,128.005,128.005,126.591,127.091,,
7/6/2006,127.058,127.832,127.058,127.408,,
7/7/2006,127.408,127.538,126.313,126.548,,
7/10/2006,126.546,127.406,126.446,126.734,,
7/11/2006,126.726,127.364,125.965,127.243,,
7/12/2006,127.239,127.331,125.729,125.86,,
7/13/2006,125.858,125.858,124.143,124.228,,
7/14/2006,124.229,124.27,122.845,123.62,,
7/17/2006,123.62,124.007,123.149,123.449,,
7/18/2006,123.448,123.986,122.454,123.686,,
7/19/2006,123.674,126.181,123.674,125.981,,
7/20/2006,125.981,126.256,124.913,124.913,,
7/21/2006,124.912,125.096,123.872,124.029,,
7/24/2006,124.025,126.25,124.025,126.091,,
7/25/2006,126.091,127.239,125.719,126.888,,
7/26/2006,126.887,127.389,126.194,126.84,,
7/27/2006,126.82,127.585,126.192,126.32,,
7/28/2006,126.315,128.042,126.315,127.855,,
7/31/2006,127.853,127.866,127.431,127.666,,
8/1/2006,127.853,127.866,126.571,127.092,,
8/2/2006,127.073,128.342,127.073,127.741,,
8/3/2006,127.822,128.396,127.125,128.027,,
8/4/2006,128.026,129.292,127.382,127.936,,
8/7/2006,127.931,127.931,127.3,127.577,,
8/8/2006,127.567,128.275,126.837,127.148,,
8/9/2006,127.113,128.374,126.473,126.595,,
8/10/2006,126.572,127.255,126.13,127.181,,
8/11/2006,127.164,127.164,126.208,126.674,,
8/14/2006,126.667,127.89,126.667,126.821,,
8/15/2006,126.819,128.623,126.819,128.558,,
8/16/2006,128.527,129.621,128.527,129.543,,
8/17/2006,129.537,130.078,129.271,129.748,,
8/18/2006,129.748,130.23,129.357,130.23,,
8/21/2006,130.23,130.23,129.551,129.752,,
8/22/2006,129.752,130.249,129.444,129.882,,
8/23/2006,129.873,130.15,128.982,129.299,,
8/24/2006,129.297,129.723,129.14,129.606,,
8/25/2006,129.592,129.888,129.239,129.509,,
8/28/2006,129.509,130.502,129.397,130.178,,
8/29/2006,130.157,130.502,129.529,130.428,,
8/30/2006,130.37,130.674,130.215,130.537,,
8/31/2006,130.425,130.611,130.245,130.382,,
9/1/2006,130.38,131.203,130.38,131.101,,
9/5/2006,131.094,131.467,130.882,131.325,,
9/6/2006,131.304,131.304,129.928,130.026,,
9/7/2006,130.021,130.125,129.213,129.402,,
9/8/2006,129.402,130.014,129.402,129.892,,
9/11/2006,129.886,130.236,129.093,129.954,,
9/12/2006,129.953,131.428,129.953,131.3,,
9/13/2006,131.274,131.992,131.112,131.807,,
9/14/2006,131.8,131.8,131.325,131.628,,
9/15/2006,131.628,132.465,131.628,131.966,,
9/18/2006,131.985,132.487,131.816,132.118,,
9/19/2006,132.117,132.204,131.217,131.764,,
9/20/2006,131.828,132.853,131.828,132.518,,
9/21/2006,132.489,132.819,131.545,131.803,,
9/22/2006,131.803,131.803,131.094,131.478,,
9/25/2006,131.478,132.935,131.158,132.637,,
9/26/2006,132.635,133.66,132.53,133.635,,
9/27/2006,133.612,134.008,133.354,133.659,,
9/28/2006,133.656,134.028,133.375,133.888,,
9/29/2006,133.915,133.988,133.564,133.585,,
10/2/2006,133.582,133.854,133.028,133.132,,
10/3/2006,133.132,133.831,132.71,133.411,,
10/4/2006,133.381,135.02,133.148,135.02,,
10/5/2006,134.984,135.379,134.775,135.322,,
10/6/2006,135.322,135.322,134.421,134.959,,
10/9/2006,134.958,135.269,134.655,135.066,,
10/10/2006,135.062,135.423,134.86,135.342,,
10/11/2006,135.328,135.397,134.357,134.995,,
10/12/2006,134.994,136.376,134.994,136.283,,
10/13/2006,136.282,136.663,136.05,136.562,,
10/16/2006,136.561,137.02,136.448,136.906,,
10/17/2006,136.905,136.905,135.687,136.405,,
10/18/2006,136.393,137.287,136.095,136.58,,
10/19/2006,136.595,136.809,136.206,136.696,,
10/20/2006,136.694,136.866,136.21,136.86,,
10/23/2006,136.858,137.74,136.394,137.702,,
10/24/2006,137.702,137.778,137.242,137.738,,
10/25/2006,137.736,138.361,137.6,138.222,,
10/26/2006,138.221,138.945,137.947,138.908,,
10/27/2006,138.889,138.889,137.585,137.734,,
10/30/2006,137.73,138.122,137.346,137.793,,
10/31/2006,137.793,138.121,137.219,137.794,,
11/1/2006,137.776,138.195,136.626,136.781,,
11/2/2006,136.744,136.839,136.221,136.734,,
11/3/2006,136.731,137.168,136.098,136.43,,
11/6/2006,136.427,138.14,136.427,137.978,,
11/7/2006,137.975,138.819,137.919,138.284,,
11/8/2006,138.25,138.861,137.933,138.572,,
11/9/2006,138.543,138.892,137.731,137.833,,
11/10/2006,137.833,138.104,137.56,138.09,,
11/13/2006,138.058,138.761,137.88,138.442,,
11/14/2006,138.436,139.449,137.907,139.322,,
11/15/2006,139.291,140.135,139.213,139.657,,
11/16/2006,139.653,140.376,139.653,139.976,,
11/17/2006,139.976,140.121,139.455,140.12,,
11/20/2006,140.117,140.437,139.785,140.05,,
11/21/2006,140.043,140.349,139.999,140.281,,
11/22/2006,140.269,140.789,140.226,140.609,,
11/24/2006,140.594,140.594,139.925,140.095,,
11/27/2006,140.095,140.095,138.144,138.196,,
11/28/2006,138.161,138.791,137.783,138.672,,
11/29/2006,138.611,140.114,138.611,139.948,,
11/30/2006,139.947,140.63,139.383,140.063,,
12/1/2006,140.063,140.246,138.593,139.671,,
12/4/2006,139.667,141.123,139.667,140.912,,
12/5/2006,140.91,141.527,140.878,141.476,,
12/6/2006,141.44,141.593,141.105,141.29,,
12/7/2006,141.286,141.827,140.68,140.729,,
12/8/2006,140.727,141.409,140.367,140.984,,
12/11/2006,140.981,141.56,140.856,141.304,,
12/12/2006,141.3,141.378,140.475,141.156,,
12/13/2006,141.132,141.664,141.105,141.321,,
12/14/2006,141.316,142.723,141.316,142.549,,
12/15/2006,142.548,143.163,142.548,142.709,,
12/18/2006,142.708,143.181,142.065,142.248,,
12/19/2006,142.242,142.83,141.488,142.555,,
12/20/2006,142.551,142.905,142.351,142.353,,
12/21/2006,142.32,142.64,141.59,141.83,,
12/22/2006,141.81,141.882,141.028,141.076,,
12/26/2006,141.075,141.791,141.045,141.69,,
12/27/2006,141.663,142.772,141.663,142.684,,
12/28/2006,142.677,142.726,142.205,142.473,,
12/29/2006,142.471,142.7,141.684,141.83,,
1/3/2007,141.803,142.942,140.786,141.66,,
1/4/2007,141.66,142.184,140.843,141.834,,
1/5/2007,141.834,141.834,140.575,140.971,,
1/8/2007,140.926,141.498,140.397,141.284,,
1/9/2007,141.284,141.561,140.542,141.211,,
1/10/2007,140.87,141.599,140.532,141.485,,
1/11/2007,141.484,142.712,141.484,142.382,,
1/12/2007,142.382,143.123,142.258,143.073,,
1/16/2007,143.073,143.393,142.862,143.19,,
1/17/2007,143.177,143.527,142.857,143.062,,
1/18/2007,143.059,143.296,142.421,142.637,,
1/19/2007,142.635,143.157,142.519,143.05,,
1/22/2007,143.047,143.139,142.04,142.295,,
1/23/2007,142.295,143.133,142.166,142.799,,
1/24/2007,142.796,144.014,142.796,144.013,,
1/25/2007,144.012,144.069,142.234,142.39,,
1/26/2007,142.39,142.727,141.696,142.218,,
1/29/2007,142.203,142.694,141.846,142.062,,
1/30/2007,142.061,142.882,142.061,142.882,,
1/31/2007,142.865,144.161,142.478,143.824,,
2/1/2007,143.79,144.664,143.79,144.594,,
2/2/2007,144.594,144.933,144.449,144.839,,
2/5/2007,144.833,144.938,144.385,144.699,,
2/6/2007,144.698,145.019,144.34,144.8,,
2/7/2007,144.741,145.299,144.644,145.002,,
2/8/2007,144.999,145.045,144.281,144.831,,
2/9/2007,144.825,145.245,143.344,143.806,,
2/12/2007,143.8,143.911,143.144,143.337,,
2/13/2007,143.322,144.441,143.322,144.426,,
2/14/2007,144.391,145.765,144.391,145.53,,
2/15/2007,145.515,145.797,145.319,145.681,,
2/16/2007,145.677,145.677,145.157,145.554,,
2/20/2007,145.553,146.053,144.92,145.968,,
2/21/2007,145.96,145.96,145.202,145.763,,
2/22/2007,145.729,146.157,145.051,145.638,,
2/23/2007,145.622,145.622,144.836,145.119,,
2/26/2007,145.104,145.695,144.548,144.937,,
2/27/2007,144.925,144.925,138.942,139.904,,
2/28/2007,139.864,141.589,139.665,140.682,,
3/1/2007,140.68,140.946,138.087,140.317,,
3/2/2007,140.316,140.34,138.687,138.717,,
3/5/2007,138.711,139.186,137.397,137.412,,
3/6/2007,137.406,139.79,137.406,139.541,,
3/7/2007,139.502,140.116,139.064,139.197,,
3/8/2007,139.188,140.793,139.188,140.189,,
3/9/2007,140.189,141.015,139.73,140.284,,
3/12/2007,140.28,140.934,139.84,140.66,,
3/13/2007,140.623,140.623,137.771,137.795,,
3/14/2007,137.786,138.809,136.398,138.717,,
3/15/2007,138.711,139.573,138.516,139.228,,
3/16/2007,139.228,139.751,138.363,138.695,,
3/19/2007,138.695,140.32,138.695,140.206,,
3/20/2007,140.204,141.153,140.07,141.094,,
3/21/2007,141.092,143.777,140.975,143.504,,
3/22/2007,143.504,143.766,142.988,143.454,,
3/23/2007,143.454,143.889,143.321,143.611,,
3/26/2007,143.611,143.765,142.328,143.75,,
3/27/2007,143.749,143.749,142.554,142.861,,
3/28/2007,142.835,142.835,141.407,141.723,,
3/29/2007,141.717,142.624,141.327,142.253,,
3/30/2007,142.252,142.922,140.89,142.086,,
4/2/2007,142.083,142.549,141.637,142.455,,
4/3/2007,142.427,144.057,142.427,143.777,,
4/4/2007,143.775,144.016,143.508,143.937,,
4/5/2007,143.894,144.488,143.667,144.376,,
4/9/2007,144.377,144.81,144.328,144.461,,
4/10/2007,144.458,144.873,144.399,144.839,,
4/11/2007,144.823,144.839,143.615,143.887,,
4/12/2007,143.887,144.802,143.391,144.78,,
4/13/2007,144.78,145.311,144.415,145.285,,
4/16/2007,145.284,146.862,145.284,146.833,,
4/17/2007,146.847,147.435,146.715,147.148,,
4/18/2007,147.147,147.657,146.641,147.25,,
4/19/2007,147.248,147.423,146.447,147.073,,
4/20/2007,147.069,148.474,147.069,148.435,,
4/23/2007,148.433,148.732,148.019,148.093,,
4/24/2007,148.093,148.382,147.374,148.041,,
4/25/2007,148.028,149.659,148.028,149.542,,
4/26/2007,149.527,149.802,149.117,149.425,,
4/27/2007,149.421,149.732,148.867,149.407,,
4/30/2007,149.407,149.716,148.229,148.237,,
5/1/2007,148.237,148.727,147.67,148.63,,
5/2/2007,148.613,149.91,148.613,149.592,,
5/3/2007,149.556,150.334,149.556,150.239,,
5/4/2007,150.235,151.034,150.18,150.562,,
5/7/2007,150.557,151.1,150.554,150.948,,
5/8/2007,150.936,150.936,150.066,150.772,,
5/9/2007,150.732,151.38,150.377,151.258,,
5/10/2007,151.233,151.233,149.142,149.147,,
5/11/2007,149.147,150.624,149.147,150.585,,
5/14/2007,150.576,151.09,149.834,150.315,,
5/15/2007,150.311,151.483,150.043,150.119,,
5/16/2007,150.075,151.415,150.075,151.414,,
5/17/2007,151.401,151.714,150.929,151.275,,
5/18/2007,151.274,152.275,151.274,152.275,,
5/21/2007,152.275,152.987,152.271,152.51,,
5/22/2007,152.51,152.924,152.205,152.412,,
5/23/2007,152.409,153.243,152.19,152.228,,
5/24/2007,152.21,152.931,150.518,150.751,,
5/25/2007,150.75,151.741,150.75,151.573,,
5/29/2007,151.555,152.18,151.202,151.811,,
5/30/2007,151.76,153.023,151.006,153.023,,
5/31/2007,153.019,153.556,152.826,153.062,,
6/1/2007,153.062,154.056,153.062,153.634,,
6/4/2007,153.628,154.053,153.231,153.918,,
6/5/2007,153.912,153.912,152.562,153.095,,
6/6/2007,153.057,153.057,151.413,151.738,,
6/7/2007,151.736,151.736,149.037,149.072,,
6/8/2007,149.071,150.776,148.741,150.767,,
6/11/2007,150.764,151.553,150.335,150.912,,
6/12/2007,150.912,151.133,149.297,149.3,,
6/13/2007,149.265,151.57,149.265,151.567,,
6/14/2007,151.558,152.645,151.558,152.297,,
6/15/2007,152.297,153.871,152.297,153.291,,
6/18/2007,153.29,153.544,152.931,153.105,,
6/19/2007,153.102,153.585,152.567,153.37,,
6/20/2007,153.368,153.732,151.236,151.284,,
6/21/2007,151.25,152.29,150.475,152.219,,
6/22/2007,152.219,152.219,150.074,150.256,,
6/25/2007,150.256,151.429,149.268,149.774,,
6/26/2007,149.768,150.612,149.054,149.289,,
6/27/2007,149.262,150.68,148.418,150.634,,
6/28/2007,150.632,151.484,150.341,150.571,,
6/29/2007,150.57,151.753,149.361,150.335,,
7/2/2007,150.466,151.945,150.466,151.943,,
7/3/2007,151.912,152.601,151.912,152.487,,
7/5/2007,152.486,152.657,151.772,152.54,,
7/6/2007,152.496,153.24,152.047,153.044,,
7/9/2007,153.043,153.426,152.745,153.185,,
7/10/2007,153.185,153.185,151.001,151.012,,
7/11/2007,150.993,151.934,150.61,151.876,,
7/12/2007,151.874,154.792,151.874,154.77,,
7/13/2007,154.768,155.51,154.485,155.25,,
7/16/2007,155.25,155.59,154.669,154.952,,
7/17/2007,154.952,155.532,154.774,154.937,,
7/18/2007,154.92,154.92,153.367,154.617,,
7/19/2007,154.613,155.52,154.613,155.308,,
7/20/2007,155.319,155.319,152.92,153.41,,
7/23/2007,153.406,154.723,153.406,154.157,,
7/24/2007,154.157,154.157,150.862,151.104,,
7/25/2007,151.103,152.431,150.373,151.809,,
7/26/2007,151.809,151.809,146.53,148.266,,
7/27/2007,148.244,148.853,145.895,145.895,,
7/30/2007,145.893,147.788,145.432,147.391,,
7/31/2007,147.39,148.83,145.425,145.527,,
8/1/2007,145.518,146.838,143.959,146.581,,
8/2/2007,146.546,147.643,146.058,147.22,,
8/3/2007,147.218,147.323,143.28,143.306,,
8/6/2007,143.304,146.767,142.739,146.767,,
8/7/2007,146.762,148.83,145.58,147.671,,
8/8/2007,147.622,150.389,147.622,149.749,,
8/9/2007,149.721,149.721,145.309,145.309,,
8/10/2007,145.309,146.202,142.974,145.364,,
8/13/2007,145.342,146.629,145.154,145.292,,
8/14/2007,145.287,145.674,142.62,142.654,,
8/15/2007,142.615,144.078,140.436,140.67,,
8/16/2007,140.664,141.597,137.06,141.127,,
8/17/2007,141.126,145.033,141.126,144.594,,
8/20/2007,144.594,145.175,143.054,144.555,,
8/21/2007,144.555,145.532,143.976,144.712,,
8/22/2007,144.703,146.486,144.703,146.407,,
8/23/2007,146.405,147.206,145.388,146.25,,
8/24/2007,146.234,147.94,146.054,147.937,,
8/27/2007,147.936,147.936,146.598,146.679,,
8/28/2007,146.672,146.672,143.201,143.236,,
8/29/2007,143.201,146.376,143.201,146.376,,
8/30/2007,146.367,146.843,145.125,145.764,,
8/31/2007,145.761,148.147,145.761,147.399,,
9/4/2007,147.396,149.64,147.215,148.942,,
9/5/2007,148.876,148.876,146.634,147.229,,
9/6/2007,147.203,148.149,146.741,147.855,,
9/7/2007,147.855,147.855,144.907,145.355,,
9/10/2007,145.35,146.225,143.929,145.17,,
9/11/2007,145.169,147.248,145.169,147.149,,
9/12/2007,147.11,147.95,146.575,147.156,,
9/13/2007,147.147,148.958,147.147,148.395,,
9/14/2007,148.395,148.599,147.318,148.425,,
9/17/2007,148.424,148.424,147.182,147.665,,
9/18/2007,147.663,151.989,147.663,151.978,,
9/19/2007,151.975,153.874,151.975,152.903,,
9/20/2007,152.869,152.914,151.642,151.875,,
9/21/2007,151.875,153.089,151.875,152.575,,
9/24/2007,152.575,153.018,151.615,151.773,,
9/25/2007,151.634,151.827,150.713,151.721,,
9/26/2007,151.862,152.939,151.862,152.542,,
9/27/2007,152.732,153.246,152.581,153.138,,
9/28/2007,153.124,153.374,152.199,152.675,,
10/1/2007,152.729,154.902,152.725,154.704,,
10/2/2007,154.696,154.801,154.037,154.663,,
10/3/2007,154.58,154.584,153.634,153.959,,
10/4/2007,153.991,154.402,153.763,154.284,,
10/5/2007,154.384,156.191,154.384,155.759,,
10/8/2007,155.651,155.651,154.9,155.258,,
10/9/2007,155.318,156.526,155.182,156.515,,
10/10/2007,156.498,156.542,155.546,156.247,,
10/11/2007,156.472,157.609,154.672,155.441,,
10/12/2007,155.541,156.303,155.409,156.18,,
10/15/2007,156.225,156.474,154.081,154.871,,
10/16/2007,154.781,154.781,153.629,153.853,,
10/17/2007,154.444,155.066,152.601,154.124,,
10/18/2007,153.929,154.279,153.176,154.008,,
10/19/2007,154,154,150.026,150.063,,
10/22/2007,149.779,150.806,149.04,150.633,,
10/23/2007,150.93,152.001,150.361,151.959,,
10/24/2007,151.661,151.723,148.956,151.588,,
10/25/2007,151.615,152.324,150.046,151.44,,
10/26/2007,152.217,153.553,152.018,153.528,,
10/29/2007,153.692,154.467,153.643,154.098,,
10/30/2007,153.942,153.942,152.955,153.102,,
10/31/2007,153.215,155.276,152.94,154.938,,
11/1/2007,154.579,154.579,150.666,150.844,,
11/2/2007,151.107,151.315,149.253,150.965,,
11/5/2007,150.561,151.084,148.995,150.217,,
11/6/2007,150.533,152.077,149.907,152.027,,
11/7/2007,151.546,151.546,147.504,147.562,,
11/8/2007,147.527,148.25,145.031,147.477,,
11/9/2007,146.759,147.409,144.851,145.37,,
11/12/2007,145.366,146.494,143.853,143.918,,
11/13/2007,144.135,148.137,144.135,148.105,,
11/14/2007,148.34,149.214,146.647,147.058,,
11/15/2007,146.804,147.267,144.349,145.115,,
11/16/2007,145.309,146.218,144.399,145.874,,
11/19/2007,145.67,145.67,143.042,143.327,,
11/20/2007,143.451,145.264,141.928,143.97,,
11/21/2007,143.471,143.64,141.564,141.677,,
11/23/2007,141.762,144.086,141.762,144.07,,
11/26/2007,144.074,144.609,140.61,140.722,,
11/27/2007,140.959,142.949,140.743,142.823,,
11/28/2007,143.295,147.162,143.295,146.902,,
11/29/2007,146.741,147.381,145.836,146.972,,
11/30/2007,147.183,148.894,147.089,148.114,,
12/3/2007,147.963,148.116,147.008,147.242,,
12/4/2007,147.134,147.134,146.066,146.279,,
12/5/2007,146.522,148.609,146.522,148.501,,
12/6/2007,148.459,150.802,148.219,150.734,,
12/7/2007,150.86,151.063,150.266,150.466,,
12/10/2007,150.511,151.827,150.496,151.596,,
12/11/2007,151.668,152.357,147.599,147.765,,
12/12/2007,148.758,151.196,146.823,148.659,,
12/13/2007,148.327,148.94,146.921,148.841,,
12/14/2007,148.619,148.667,146.778,146.795,,
12/17/2007,146.505,146.505,144.543,144.59,,
12/18/2007,144.592,146.016,143.565,145.498,,
12/19/2007,145.47,146.442,144.531,145.3,,
12/20/2007,145.642,146.153,144.722,146.012,,
12/21/2007,146.319,148.54,146.319,148.446,,
12/24/2007,148.455,149.763,148.455,149.645,,
12/26/2007,149.512,149.885,148.82,149.766,,
12/27/2007,149.505,149.505,147.586,147.627,,
12/28/2007,147.983,148.801,147.17,147.849,,
12/31/2007,147.525,147.583,146.513,146.836,,
1/2/2008,146.797,147.177,144.207,144.716,,
1/3/2008,144.755,145.68,144.373,144.716,,
1/4/2008,144.401,144.401,141.119,141.163,,
1/7/2008,141.407,142.387,140.345,141.618,,
1/8/2008,141.571,143.028,138.83,139.019,,
1/9/2008,139.025,140.919,137.87,140.913,,
1/10/2008,140.678,142.909,139.531,142.033,,
1/11/2008,141.991,141.991,139.483,140.102,,
1/14/2008,140.291,141.789,140.291,141.625,,
1/15/2008,141.188,141.188,138.06,138.095,,
1/16/2008,137.741,139.199,136.427,137.32,,
1/17/2008,137.479,137.772,133.067,133.325,,
1/18/2008,133.39,135.028,131.251,132.519,,
1/22/2008,131.294,132.209,127.429,131.05,,
1/23/2008,131.041,133.909,127.005,133.86,,
1/24/2008,134.013,135.515,133.431,135.207,,
1/25/2008,135.732,136.856,132.75,133.061,,
1/28/2008,133.07,135.397,132.226,135.396,,
1/29/2008,135.594,136.493,135.019,136.23,,
1/30/2008,136.222,138.586,135.295,135.581,,
1/31/2008,135.198,138.562,133.408,137.855,,
2/1/2008,137.86,139.602,137.593,139.542,,
2/4/2008,139.538,139.538,137.969,138.082,,
2/5/2008,138.028,138.028,133.664,133.664,,
2/6/2008,133.948,135.196,132.434,132.645,,
2/7/2008,132.401,134.716,131.675,133.691,,
2/8/2008,133.688,134.122,132.106,133.129,,
2/11/2008,133.192,134.14,132.032,133.913,,
2/12/2008,134.055,136.21,133.936,134.886,,
2/13/2008,135.312,136.923,135.078,136.721,,
2/14/2008,136.733,136.816,134.731,134.886,,
2/15/2008,134.752,135,133.813,134.999,,
2/19/2008,135.586,136.728,134.505,134.878,,
2/20/2008,134.839,136.371,133.655,136.003,,
2/21/2008,136.221,136.794,133.934,134.253,,
2/22/2008,134.422,135.43,132.704,135.311,,
2/25/2008,135.275,137.436,134.603,137.18,,
2/26/2008,137.176,138.734,136.329,138.129,,
2/27/2008,137.895,138.834,137.2,138.002,,
2/28/2008,137.816,137.816,136.316,136.768,,
2/29/2008,136.407,136.407,132.542,133.063,,
3/3/2008,133.045,133.513,132.004,133.134,,
3/4/2008,132.958,133.103,130.739,132.675,,
3/5/2008,132.769,134.419,132.022,133.37,,
3/6/2008,133.22,133.22,130.342,130.434,,
3/7/2008,130.153,131.324,128.243,129.337,,
3/10/2008,129.316,129.501,127.266,127.337,,
3/11/2008,127.44,132.065,127.44,132.065,,
3/12/2008,132.113,133.326,130.786,130.877,,
3/13/2008,130.526,132.168,128.211,131.548,,
3/14/2008,131.605,132.147,127.486,128.814,,
3/17/2008,128.321,128.75,125.698,127.66,,
3/18/2008,127.716,133.074,127.716,133.074,,
3/19/2008,133.097,134.151,129.842,129.842,,
3/20/2008,129.967,133.067,129.522,132.951,,
3/24/2008,133.029,135.968,133.029,134.988,,
3/25/2008,134.907,135.747,134.121,135.299,,
3/26/2008,135.245,135.245,133.641,134.113,,
